ano;premissa;ativa;tipoSegmCentroCusto;segmTipoClb;empresa;agrupPremissas;tipoColaborador;m01;m02;m03;m04;m05;m06;m07;m08;m09;m10;m11;m12
2023;vr;s;a;s;;NORTE;4;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45
2023;vr;s;a;s;;NORTE;5;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45
2023;vr;s;a;s;;NORTE;6;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45
2023;vr;s;a;s;;NORTE;7;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45;517,45
2023;vr;s;a;s;;NORTE-BE;1;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24
2023;vr;s;a;s;;NORTE-BE;2;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24
2023;vr;s;a;s;;NORTE-BE;3;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24
2023;vr;s;a;s;;NORTE-BE;4;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24
2023;vr;s;a;s;;NORTE-BE;5;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24
2023;vr;s;a;s;;NORTE-BE;6;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24
2023;vr;s;a;s;;NORTE-BE;7;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24;539,24
2023;vr;s;a;s;;RJ;1;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02
2023;vr;s;a;s;;RJ;2;567,05;567,05;567,05;567,05;567,05;567,05;567,05;567,05;567,05;567,05;567,05;567,05
2023;vr;s;a;s;;RJ;3;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02
2023;vr;s;a;s;;RJ;4;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02
2023;vr;s;a;s;;RJ;5;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02
2023;vr;s;a;s;;RJ;6;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02
2023;vr;s;a;s;;RJ;7;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02;869,02
2023;vr;s;a;s;;SELL_CUR;1;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6
2023;vr;s;a;s;;SELL_CUR;2;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6
2023;vr;s;a;s;;SELL_CUR;3;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6
2023;vr;s;a;s;;SELL_CUR;4;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6
2023;vr;s;a;s;;SELL_CUR;5;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6
2023;vr;s;a;s;;SELL_CUR;6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6
2023;vr;s;a;s;;SELL_CUR;7;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6;349,6
2023;vr;s;a;s;;SELL_PA_FL;1;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SELL_PA_FL;2;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SELL_PA_FL;3;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SELL_PA_FL;4;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SELL_PA_FL;5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SELL_PA_FL;6;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SELL_PA_FL;7;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SELLER;1;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SELLER;2;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SELLER;3;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SELLER;4;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SELLER;5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SELLER;6;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SELLER;7;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SP;1;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SP;2;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SP;3;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SP;4;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SP;5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SP;6;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SP;7;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5;807,5
2023;vr;s;a;s;;SUL_CUR;1;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2
2023;vr;s;a;s;;SUL_CUR;2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2
2023;vr;s;a;s;;SUL_CUR;3;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2
2023;vr;s;a;s;;SUL_CUR;4;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2
2023;vr;s;a;s;;SUL_CUR;5;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2
2023;vr;s;a;s;;SUL_CUR;6;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2
2023;vr;s;a;s;;SUL_CUR;7;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2;908,2
2023;vr;s;a;s;;SUL_FL;1;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_FL;2;266;266;266;266;266;266;266;266;266;266;266;266
2023;vr;s;a;s;;SUL_FL;3;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_FL;4;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_FL;5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_FL;6;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_FL;7;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_PA;1;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_PA;2;266;266;266;266;266;266;266;266;266;266;266;266
2023;vr;s;a;s;;SUL_PA;3;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_PA;4;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_PA;5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_PA;6;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
2023;vr;s;a;s;;SUL_PA;7;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5;674,5
